Invoice #,Invoice date,Item No.,Variant,Quantity,Amount,YearMonth,unit_price,Year,Month
S2402-0113,2024-02-20,PSX250RLM,BLKM3F,3,40020,2024-02-01,13340.0,2024,2
S2402-0114,2024-02-20,PSX250RLM,BLUM3F,1,13340,2024-02-01,13340.0,2024,2
S2402-0174,2024-02-26,PSX800,WHTM3F,3,144018,2024-02-01,48006.0,2024,2
S2402-0195,2024-02-27,TU150,REDM3F,2,16792,2024-02-01,8396.0,2024,2
S2402-0196,2024-02-27,TU150,IVOM3F,2,16792,2024-02-01,8396.0,2024,2
S2402-0208,2024-02-27,PSX250FRLM,BLKM3F,2,27968,2024-02-01,13984.0,2024,2
S2402-0211,2024-02-27,PSX250RLM,BLUM3F,1,13340,2024-02-01,13340.0,2024,2
S2402-0216,2024-02-27,PL650XA,YELM4F,1,42325,2024-02-01,42325.0,2024,2
S2402-0242,2024-02-29,PSX250RLM,BLKM3F,2,26680,2024-02-01,13340.0,2024,2
S2402-0250,2024-02-29,PSXS750ZA,BLUM3F,2,91454,2024-02-01,45727.0,2024,2
S2402-0251,2024-02-29,TU150,REDM3F,8,67168,2024-02-01,8396.0,2024,2
S2402-0252,2024-02-29,TU150,IVOM3F,7,58772,2024-02-01,8396.0,2024,2
S2403-0033,2024-03-11,PSX250FRLN,SILM3F,5,71300,2024-03-01,14260.0,2024,3
S2403-0071,2024-03-14,PSX250RLM,BLUM3F,1,13340,2024-03-01,13340.0,2024,3
S2403-0084,2024-03-15,PL650XA,YELM4F,2,84650,2024-03-01,42325.0,2024,3
S2403-0085,2024-03-15,PSX800,BLKM3F,3,144018,2024-03-01,48006.0,2024,3
S2403-0086,2024-03-15,PSX250RLM,BLKM3F,1,13340,2024-03-01,13340.0,2024,3
S2403-0089,2024-03-15,PSXR150,BLUM3F,1,11037,2024-03-01,11037.0,2024,3
S2403-0090,2024-03-15,PSXR150,REDM3F,1,11037,2024-03-01,11037.0,2024,3
S2403-0107,2024-03-19,PL650XA,YELM4F,1,42325,2024-03-01,42325.0,2024,3
S2403-0111,2024-03-19,PSXS750ZA,BLKM3F,2,91454,2024-03-01,45727.0,2024,3
S2403-0114,2024-03-19,TU150,IVOM3F,5,41980,2024-03-01,8396.0,2024,3
S2403-0115,2024-03-19,TU150,REDM3F,4,33584,2024-03-01,8396.0,2024,3
S2403-0154,2024-03-21,PL800DERC,GRNM4F,1,57456,2024-03-01,57456.0,2024,3
S2403-0156,2024-03-21,PSXS750ZA,BLKM3F,1,45727,2024-03-01,45727.0,2024,3
S2403-0158,2024-03-21,PSXR150,BLUM3F,4,44148,2024-03-01,11037.0,2024,3
S2403-0182,2024-03-22,PSXR150,REDM3F,1,11037,2024-03-01,11037.0,2024,3
S2403-0215,2024-03-26,PSX250RLM,BLUM3F,2,26680,2024-03-01,13340.0,2024,3
S2403-0216,2024-03-26,PSX250RLM,BLUM3F,1,13340,2024-03-01,13340.0,2024,3
S2403-0241,2024-03-26,TU150,REDM3F,6,50376,2024-03-01,8396.0,2024,3
S2403-0265,2024-03-27,TU150,REDM3F,6,50376,2024-03-01,8396.0,2024,3
S2403-0330,2024-03-29,PSX250RLM,BLUM3F,1,13340,2024-03-01,13340.0,2024,3
S2403-0331,2024-03-29,TU150,IVOM3F,2,16792,2024-03-01,8396.0,2024,3
S2403-0332,2024-03-29,PSX250FRLN,SILM3F,2,28520,2024-03-01,14260.0,2024,3
S2403-0087,2024-03-15,PSX250RLM,BLUM3F,1,13340,2024-03-01,13340.0,2024,3
S2403-0088,2024-03-15,PSX250FRLN,SILM3F,2,28520,2024-03-01,14260.0,2024,3
S2403-0100,2024-03-18,TU150,IVOM3F,4,33584,2024-03-01,8396.0,2024,3
S2403-0101,2024-03-18,TU150,REDM3F,3,25188,2024-03-01,8396.0,2024,3
S2403-0102,2024-03-18,PSXR150,REDM3F,1,11037,2024-03-01,11037.0,2024,3
S2403-0219,2024-03-26,PSX250RLM,BLUM3F,2,26680,2024-03-01,13340.0,2024,3
S2403-0285,2024-03-28,TU150,REDM3F,2,16792,2024-03-01,8396.0,2024,3
S2403-0292,2024-03-29,TU150,REDM3F,2,16792,2024-03-01,8396.0,2024,3
S2403-0035,2024-03-11,PSX250FRLN,SILM3F,4,57040,2024-03-01,14260.0,2024,3
S2403-0036,2024-03-11,PSX250FRLN,SILM3F,2,28520,2024-03-01,14260.0,2024,3
S2403-0037,2024-03-11,PSX800,BLUM3F,1,48006,2024-03-01,48006.0,2024,3
S2403-0120,2024-03-20,TU150,IVOM3F,7,58772,2024-03-01,8396.0,2024,3
S2403-0193,2024-03-25,PL650XA,YELM4F,2,84650,2024-03-01,42325.0,2024,3
S2403-0278,2024-03-28,TU150,REDM3F,10,83960,2024-03-01,8396.0,2024,3
S2403-0279,2024-03-28,PSX250RLM,BLUM3F,2,26680,2024-03-01,13340.0,2024,3
S2403-0038,2024-03-11,TU150,IVOM3F,4,33584,2024-03-01,8396.0,2024,3
S2403-0039,2024-03-11,TU150,REDM3F,3,25188,2024-03-01,8396.0,2024,3
S2403-0108,2024-03-19,PSX250FRLN,SILM3F,1,14260,2024-03-01,14260.0,2024,3
S2403-0109,2024-03-19,PSX250RLM,BLUM3F,1,13340,2024-03-01,13340.0,2024,3
S2403-0110,2024-03-19,PSXS750ZA,BLKM3F,1,45727,2024-03-01,45727.0,2024,3
S2403-0157,2024-03-21,TU150,REDM3F,2,16792,2024-03-01,8396.0,2024,3
S2403-0173,2024-03-22,TU150,IVOM3F,4,33584,2024-03-01,8396.0,2024,3
S2403-0291,2024-03-29,TU150,REDM3F,4,33584,2024-03-01,8396.0,2024,3
S2403-0297,2024-03-29,PSX250FRLN,SILM3F,1,14260,2024-03-01,14260.0,2024,3
S2403-0308,2024-03-29,PSX250RLM,BLUM3F,1,13340,2024-03-01,13340.0,2024,3
S2404-0008,2024-04-01,TU150,IVOM3F,2,16792,2024-04-01,8396.0,2024,4
S2404-0009,2024-04-01,TU150,IVOM3F,4,33584,2024-04-01,8396.0,2024,4
S2404-0013,2024-04-01,PSXS750ZA,BLKM3F,2,91454,2024-04-01,45727.0,2024,4
S2404-0014,2024-04-01,PSXS750ZA,BLUM3F,1,45727,2024-04-01,45727.0,2024,4
S2404-0043,2024-04-17,PSX250RLM,BLUM3F,1,13340,2024-04-01,13340.0,2024,4
S2404-0044,2024-04-17,TU150,IVOM3F,4,33584,2024-04-01,8396.0,2024,4
S2404-0045,2024-04-17,TU150,IVOM3F,3,25188,2024-04-01,8396.0,2024,4
S2404-0046,2024-04-17,TU150,REDM3F,6,50376,2024-04-01,8396.0,2024,4
S2404-0047,2024-04-17,TU150,REDM3F,4,33584,2024-04-01,8396.0,2024,4
S2404-0133,2024-04-19,UN125NE,GRNM4F,1,6631,2024-04-01,6631.0,2024,4
S2404-0134,2024-04-19,UN125NE,BLKM4F,1,6631,2024-04-01,6631.0,2024,4
S2404-0141,2024-04-19,125LNM,GRYM4F,2,14250,2024-04-01,7125.0,2024,4
S2404-0142,2024-04-19,125LNM,BLKM4F,1,7125,2024-04-01,7125.0,2024,4
S2404-0165,2024-04-19,UN125,SILM4F,1,6840,2024-04-01,6840.0,2024,4
S2404-0460,2024-04-30,PSXR150,BLUM3F,3,33111,2024-04-01,11037.0,2024,4
S2404-0471,2024-04-30,PSXS750ZA,BLUM3F,2,91454,2024-04-01,45727.0,2024,4
S2404-0216,2024-04-19,PSX800,BLKM3F,1,48006,2024-04-01,48006.0,2024,4
S2404-0217,2024-04-19,PSX800,BLUM3F,1,48006,2024-04-01,48006.0,2024,4
S2404-0388,2024-04-29,TU150,REDM3F,4,33584,2024-04-01,8396.0,2024,4
S2404-0389,2024-04-29,TU150,IVOM3F,2,16792,2024-04-01,8396.0,2024,4
S2404-0390,2024-04-29,PSXS750ZA,BLKM3F,1,45727,2024-04-01,45727.0,2024,4
S2404-0391,2024-04-29,PSXS750ZA,BLUM3F,1,45727,2024-04-01,45727.0,2024,4
S2404-0407,2024-04-29,UN125NE,GRNM4F,1,6631,2024-04-01,6631.0,2024,4
S2404-0408,2024-04-29,UN125NE,BLKM4F,1,6631,2024-04-01,6631.0,2024,4
S2404-0409,2024-04-29,UN125,SILM4F,1,6840,2024-04-01,6840.0,2024,4
S2404-0450,2024-04-30,PSXS750ZA,BLUM3F,1,45727,2024-04-01,45727.0,2024,4
S2404-0340,2024-04-24,TU150,REDM3F,10,83960,2024-04-01,8396.0,2024,4
S2404-0341,2024-04-24,TU150,REDM3F,10,83960,2024-04-01,8396.0,2024,4
S2404-0342,2024-04-24,TU150,REDM3F,10,83960,2024-04-01,8396.0,2024,4
S2404-0343,2024-04-24,TU150,REDM3F,10,83960,2024-04-01,8396.0,2024,4
S2404-0344,2024-04-24,TU150,REDM3F,8,67168,2024-04-01,8396.0,2024,4
S2404-0345,2024-04-24,TU150,IVOM3F,10,83960,2024-04-01,8396.0,2024,4
S2404-0346,2024-04-24,TU150,IVOM3F,6,50376,2024-04-01,8396.0,2024,4
S2404-0347,2024-04-24,TU150,IVOM3F,5,41980,2024-04-01,8396.0,2024,4
S2404-0372,2024-04-26,UN125NE,BLKM4F,1,6631,2024-04-01,6631.0,2024,4
S2404-0373,2024-04-26,UN125NE,GRNM4F,1,6631,2024-04-01,6631.0,2024,4
S2404-0374,2024-04-26,UN125,SILM4F,1,6840,2024-04-01,6840.0,2024,4
S2404-0383,2024-04-26,TU150,IVOM3F,10,83960,2024-04-01,8396.0,2024,4
S2404-0384,2024-04-26,TU150,IVOM3F,10,83960,2024-04-01,8396.0,2024,4
S2404-0385,2024-04-26,TU150,IVOM3F,7,58772,2024-04-01,8396.0,2024,4
S2404-0410,2024-04-29,125LNM,GRYM4F,1,7125,2024-04-01,7125.0,2024,4
S2405-0016,2024-05-07,TU150,BLUM2F,10,81590,2024-05-01,8159.0,2024,5
S2405-0017,2024-05-07,TU150,BLUM2F,10,81590,2024-05-01,8159.0,2024,5
S2405-0018,2024-05-07,TU150,BLUM2F,10,81590,2024-05-01,8159.0,2024,5
S2405-0019,2024-05-07,TU150,BLUM2F,10,81590,2024-05-01,8159.0,2024,5
S2405-0020,2024-05-07,TU150,BLUM2F,10,81590,2024-05-01,8159.0,2024,5
S2405-0021,2024-05-07,TU150,BLUM2F,10,81590,2024-05-01,8159.0,2024,5
S2405-0022,2024-05-07,TU150,BLUM2F,10,81590,2024-05-01,8159.0,2024,5
S2405-0023,2024-05-07,TU150,BLUM2F,10,81590,2024-05-01,8159.0,2024,5
S2405-0024,2024-05-07,TU150,BLUM2F,10,81590,2024-05-01,8159.0,2024,5
S2405-0025,2024-05-07,TU150,BLUM2F,10,81590,2024-05-01,8159.0,2024,5
S2405-0026,2024-05-07,TU150,BLUM2F,10,81590,2024-05-01,8159.0,2024,5
S2405-0027,2024-05-07,TU150,BLUM2F,8,65272,2024-05-01,8159.0,2024,5
S2405-0151,2024-05-16,TU150,BLUM2F,1,8159,2024-05-01,8159.0,2024,5
S2405-0152,2024-05-17,TU150,BLUM2F,1,8159,2024-05-01,8159.0,2024,5
S2405-0013,2024-05-06,PSXR150,BLUM3F,1,11037,2024-05-01,11037.0,2024,5
S2405-0044,2024-05-08,125LNM,GRYM4F,1,7125,2024-05-01,7125.0,2024,5
S2405-0088,2024-05-13,UN125,SILM4F,1,6840,2024-05-01,6840.0,2024,5
S2405-0122,2024-05-14,UN125,SILM4F,2,13680,2024-05-01,6840.0,2024,5
S2405-0171,2024-05-20,PSX250FRLN,SILM3F,2,28520,2024-05-01,14260.0,2024,5
S2405-0194,2024-05-21,PSX250FRLN,SILM3F,1,14260,2024-05-01,14260.0,2024,5
S2406-0024,2024-06-13,PSXR150,BLUM3F,2,22074,2024-06-01,11037.0,2024,6
S2406-0033,2024-06-19,TU150,IVOM3F,10,83960,2024-06-01,8396.0,2024,6
S2406-0034,2024-06-19,TU150,IVOM3F,5,41980,2024-06-01,8396.0,2024,6
S2406-0081,2024-06-24,TU150,IVOM3F,12,100752,2024-06-01,8396.0,2024,6
S2406-0082,2024-06-24,TU150,REDM3F,6,50376,2024-06-01,8396.0,2024,6
S2406-0105,2024-06-26,PSXS150,YELM2F,5,49625,2024-06-01,9925.0,2024,6
S2406-0109,2024-06-26,TU150,BLKM2F,3,25188,2024-06-01,8396.0,2024,6
S2406-0110,2024-06-26,TU150,BLUM2F,3,25188,2024-06-01,8396.0,2024,6
S2406-0156,2024-06-28,TU150,IVOM3F,11,92356,2024-06-01,8396.0,2024,6
S2406-0157,2024-06-28,TU150,REDM3F,6,50376,2024-06-01,8396.0,2024,6
S2406-0175,2024-06-28,PSXS150,YELM2F,1,9925,2024-06-01,9925.0,2024,6
S2406-0177,2024-06-28,PSX800,BLUM3F,3,144018,2024-06-01,48006.0,2024,6
S2406-0024,2024-06-13,PSXR150,BLUM3F,2,22074,2024-06-01,11037.0,2024,6
S2406-0033,2024-06-19,TU150,IVOM3F,10,83960,2024-06-01,8396.0,2024,6
S2406-0034,2024-06-19,TU150,IVOM3F,5,41980,2024-06-01,8396.0,2024,6
S2406-0081,2024-06-24,TU150,IVOM3F,12,100752,2024-06-01,8396.0,2024,6
S2406-0082,2024-06-24,TU150,REDM3F,6,50376,2024-06-01,8396.0,2024,6
S2406-0105,2024-06-26,PSXS150,YELM2F,5,49625,2024-06-01,9925.0,2024,6
S2406-0109,2024-06-26,TU150,BLKM2F,3,25188,2024-06-01,8396.0,2024,6
S2406-0110,2024-06-26,TU150,BLUM2F,3,25188,2024-06-01,8396.0,2024,6
S2406-0156,2024-06-28,TU150,IVOM3F,11,92356,2024-06-01,8396.0,2024,6
S2406-0157,2024-06-28,TU150,REDM3F,6,50376,2024-06-01,8396.0,2024,6
S2406-0175,2024-06-28,PSXS150,YELM2F,1,9925,2024-06-01,9925.0,2024,6
S2406-0177,2024-06-28,PSX800,BLUM3F,3,144018,2024-06-01,48006.0,2024,6
S2407-0001,2024-07-01,TU150,BLKM2F,3,25188,2024-07-01,8396.0,2024,7
S2407-0002,2024-07-01,TU150,BLUM2F,3,25188,2024-07-01,8396.0,2024,7
S2407-0038,2024-07-06,PSXS150,BLUM2F,1,9925,2024-07-01,9925.0,2024,7
S2407-0101,2024-07-16,UN125NE,BLKM4F,1,6631,2024-07-01,6631.0,2024,7
S2407-0228,2024-07-31,125LNM,BLKM4F,1,7125,2024-07-01,7125.0,2024,7
S2407-0117,2024-07-19,TU150,BLKM2F,6,50376,2024-07-01,8396.0,2024,7
S2407-0118,2024-07-19,TU150,BLUM2F,10,83960,2024-07-01,8396.0,2024,7
S2407-0119,2024-07-19,TU150,BLKM2F,10,83960,2024-07-01,8396.0,2024,7
S2407-0120,2024-07-19,TU150,BLUM2F,10,83960,2024-07-01,8396.0,2024,7
S2407-0121,2024-07-19,TU150,BLUM2F,9,75564,2024-07-01,8396.0,2024,7
S2407-0122,2024-07-19,TU150,BLKM2F,6,50376,2024-07-01,8396.0,2024,7
S2407-0123,2024-07-19,TU150,BLUM2F,10,83960,2024-07-01,8396.0,2024,7
S2407-0028,2024-07-05,PSXS150,BLUM2F,1,9925,2024-07-01,9925.0,2024,7
S2407-0037,2024-07-06,PSXS150,BLUM2F,1,9925,2024-07-01,9925.0,2024,7
S2407-0068,2024-07-15,UN125NE,BLKM4F,2,13262,2024-07-01,6631.0,2024,7
S2407-0070,2024-07-15,PL650XA,BLKM4F,2,84650,2024-07-01,42325.0,2024,7
S2407-0140,2024-07-20,UN125,SILM4F,2,13680,2024-07-01,6840.0,2024,7
S2407-0178,2024-07-26,PL650XA,BLKM4F,1,42325,2024-07-01,42325.0,2024,7
S2408-0002,2025-08-06,DP250,REDM5F,3,49956,2025-08-01,16652.0,2025,8
S2408-0029,2025-08-08,PSX250RL,BLKM5F,6,81030,2025-08-01,13505.0,2025,8
S2408-0030,2025-08-12,PL650XA,BLUM5F,1,41216,2025-08-01,41216.0,2025,8
S2408-0031,2025-08-12,SV650A,BLKM6F,3,83421,2025-08-01,27807.0,2025,8
S2408-0086,2025-08-15,DP250,BLKM5F,2,33304,2025-08-01,16652.0,2025,8
S2408-0125,2025-08-15,DP250,REDM5F,2,33304,2025-08-01,16652.0,2025,8
S2408-0126,2025-08-15,TU150,BLUM2F,4,33584,2025-08-01,8396.0,2025,8
S2408-0186,2025-08-18,UN125NE,YELM5F,1,6631,2025-08-01,6631.0,2025,8
S2408-0214,2025-08-19,125LNM,BLKM5F,3,21375,2025-08-01,7125.0,2025,8
S2408-0215,2025-08-19,PSX250RL,BLKM5F,1,13505,2025-08-01,13505.0,2025,8
S2408-0216,2025-08-20,DP250,BLKM4F,1,16376,2025-08-01,16376.0,2025,8
S2408-0217,2025-08-20,DP250,REDM5F,2,33304,2025-08-01,16652.0,2025,8
S2408-0218,2025-08-20,DP250,YELM5F,6,99912,2025-08-01,16652.0,2025,8
S2408-0220,2025-08-20,PSX250RL,REDM5F,2,27010,2025-08-01,13505.0,2025,8
S2408-0221,2025-08-20,PSX250RLX,BLUM5F,2,27010,2025-08-01,13505.0,2025,8
S2408-0222,2025-08-20,PSX250FRLX,BLUM5F,2,28850,2025-08-01,14425.0,2025,8
S2408-0223,2025-08-20,DP250,YELM5F,1,16652,2025-08-01,16652.0,2025,8
S2408-0224,2025-08-20,PSX250FRL,REDM5F,1,14149,2025-08-01,14149.0,2025,8
S2408-0245,2025-08-20,DP250,REDM5F,2,33304,2025-08-01,16652.0,2025,8
S2408-0246,2025-08-23,PL650XA,YELM5F,1,41216,2025-08-01,41216.0,2025,8
S2408-0332,2025-08-25,125LNM,GRYM5F,5,35625,2025-08-01,7125.0,2025,8
S2408-0333,2025-08-27,SV650A,BLKM6F,1,27807,2025-08-01,27807.0,2025,8
S2408-0334,2025-08-06,DP250,REDM5F,2,33304,2025-08-01,16652.0,2025,8
S2408-0335,2025-08-15,DP250,BLKM5F,1,16652,2025-08-01,16652.0,2025,8
S2408-0336,2025-08-20,DP250,REDM5F,1,16652,2025-08-01,16652.0,2025,8
S2408-0337,2025-08-20,DP250,YELM5F,1,16652,2025-08-01,16652.0,2025,8
S2408-0338,2025-08-20,DP250,REDM5F,1,16652,2025-08-01,16652.0,2025,8
S2408-0339,2025-08-20,DP250,YELM5F,2,33304,2025-08-01,16652.0,2025,8
S2408-0340,2025-08-20,DP250,REDM5F,1,16652,2025-08-01,16652.0,2025,8
S2408-0032,2025-08-20,DP250,YELM5F,1,16652,2025-08-01,16652.0,2025,8
S2408-0033,2025-08-23,PL650XA,YELM5F,2,82432,2025-08-01,41216.0,2025,8
S2408-0075,2025-08-20,PSX250RL,REDM5F,1,13505,2025-08-01,13505.0,2025,8
S2408-0076,2025-08-20,PSX250RLX,BLUM5F,1,13505,2025-08-01,13505.0,2025,8
S2408-0092,2025-08-20,PSX250FRL,REDM5F,2,28298,2025-08-01,14149.0,2025,8
S2408-0093,2025-08-20,DP250,YELM5F,3,49956,2025-08-01,16652.0,2025,8
S2408-0096,2025-08-20,DP250,BLKM5F,1,16652,2025-08-01,16652.0,2025,8
S2408-0097,2025-08-20,DP250,REDM5F,1,16652,2025-08-01,16652.0,2025,8
S2408-0100,2025-08-26,TU150,BLUM2F,8,67168,2025-08-01,8396.0,2025,8
S2408-0101,2025-08-26,UN125NE,YELM5F,1,6631,2025-08-01,6631.0,2025,8
S2408-0102,2025-08-26,UN125NE,WHTM5F,1,6631,2025-08-01,6631.0,2025,8
S2409-0084,2024-09-10,DP250,YELM4F,2,32752,2024-09-01,16376.0,2024,9
S2409-0317,2024-09-27,DP250,BLKM4F,1,16376,2024-09-01,16376.0,2024,9
S2409-0318,2024-09-27,DP250,YELM4F,1,16376,2024-09-01,16376.0,2024,9
S2409-0319,2024-09-27,DP250,BLKM4F,1,16376,2024-09-01,16376.0,2024,9
S2409-0322,2024-09-27,TU150,BLUM2F,4,33584,2024-09-01,8396.0,2024,9
S2409-0323,2024-09-27,TU150,BLKM2F,4,33584,2024-09-01,8396.0,2024,9
S2409-0343,2024-09-30,TU150,BLUM2F,2,16792,2024-09-01,8396.0,2024,9
S2409-0122,2024-09-10,DP250,YELM4F,2,32752,2024-09-01,16376.0,2024,9
S2409-0123,2024-09-10,DP250,BLKM4F,1,16376,2024-09-01,16376.0,2024,9
S2409-0124,2024-09-10,DP250,ORGM4F,2,32752,2024-09-01,16376.0,2024,9
S2409-0212,2024-09-19,DP250,YELM4F,2,32752,2024-09-01,16376.0,2024,9
S2409-0213,2024-09-19,DP250,BLKM4F,2,32752,2024-09-01,16376.0,2024,9
S2409-0214,2024-09-19,TU150,BLKM2F,10,83960,2024-09-01,8396.0,2024,9
S2409-0215,2024-09-19,TU150,BLKM2F,2,16792,2024-09-01,8396.0,2024,9
S2409-0216,2024-09-19,TU150,BLUM2F,10,83960,2024-09-01,8396.0,2024,9
S2409-0217,2024-09-19,TU150,BLUM2F,3,25188,2024-09-01,8396.0,2024,9
S2409-0218,2024-09-19,TU150,BLKM2F,10,83960,2024-09-01,8396.0,2024,9
S2409-0219,2024-09-19,TU150,BLKM2F,3,25188,2024-09-01,8396.0,2024,9
S2409-0220,2024-09-19,TU150,BLUM2F,10,83960,2024-09-01,8396.0,2024,9
S2409-0221,2024-09-19,TU150,BLUM2F,2,16792,2024-09-01,8396.0,2024,9
S2409-0325,2024-09-27,DP250,YELM4F,1,16376,2024-09-01,16376.0,2024,9
S2409-0326,2024-09-27,DP250,BLKM4F,1,16376,2024-09-01,16376.0,2024,9
S2409-0125,2024-09-10,DP250,YELM4F,1,16376,2024-09-01,16376.0,2024,9
S2409-0126,2024-09-10,DP250,YELM4F,1,16376,2024-09-01,16376.0,2024,9
S2409-0127,2024-09-10,DP250,BLKM4F,2,32752,2024-09-01,16376.0,2024,9
S2409-0128,2024-09-10,DP250,BLKM4F,2,32752,2024-09-01,16376.0,2024,9
S2409-0129,2024-09-10,DP250,ORGM4F,1,16376,2024-09-01,16376.0,2024,9
S2409-0255,2024-09-24,DP250,YELM4F,1,16376,2024-09-01,16376.0,2024,9
S2409-0256,2024-09-24,PL650XA,YELM5F,1,42325,2024-09-01,42325.0,2024,9
S2409-0300,2024-09-26,DP250,YELM4F,3,49128,2024-09-01,16376.0,2024,9
S2409-0301,2024-09-26,DP250,BLKM4F,3,49128,2024-09-01,16376.0,2024,9
S2410-0001,2024-10-01,DP250,ORGM4F,1,16376,2024-10-01,16376.0,2024,10
S2410-0002,2024-10-01,DP250,BLKM4F,1,16376,2024-10-01,16376.0,2024,10
S2410-0013,2024-10-02,TU150,BLUM2F,10,83960,2024-10-01,8396.0,2024,10
S2410-0014,2024-10-02,TU150,BLUM2F,15,125940,2024-10-01,8396.0,2024,10
S2410-0015,2024-10-02,TU150,BLKM2F,10,83960,2024-10-01,8396.0,2024,10
S2410-0016,2024-10-02,TU150,BLKM2F,5,41980,2024-10-01,8396.0,2024,10
S2410-0041,2024-10-11,DP250,BLKM4F,1,16376,2024-10-01,16376.0,2024,10
S2410-0057,2024-10-21,DP250,YELM4F,1,16376,2024-10-01,16376.0,2024,10
S2410-0064,2024-10-21,DP250,YELM4F,1,16376,2024-10-01,16376.0,2024,10
S2410-0035,2024-10-09,DP250,YELM4F,1,16376,2024-10-01,16376.0,2024,10
S2410-0112,2024-10-22,DP250,YELM4F,5,81880,2024-10-01,16376.0,2024,10
S2410-0113,2024-10-22,PSX250RLM,BLKM3F,1,13340,2024-10-01,13340.0,2024,10
S2410-0145,2024-10-26,PSX800,BLUM3F,2,96012,2024-10-01,48006.0,2024,10
S2410-0146,2024-10-26,PSX800,BLUM4F,1,48006,2024-10-01,48006.0,2024,10
S2410-0196,2024-10-30,PL800,BLKM4F,2,100832,2024-10-01,50416.0,2024,10
S2410-0197,2024-10-30,PL800,BLUM4F,2,100832,2024-10-01,50416.0,2024,10
S2410-0199,2024-10-30,PSX800,BLUM4F,1,48006,2024-10-01,48006.0,2024,10
S2410-0042,2024-10-14,TU150,BLUM2F,5,41980,2024-10-01,8396.0,2024,10
S2410-0043,2024-10-14,TU150,BLKM2F,5,41980,2024-10-01,8396.0,2024,10
S2410-0138,2024-10-26,UN125NE,BLKM4F,1,6631,2024-10-01,6631.0,2024,10
S2410-0184,2024-10-30,PSX250RLM,BLKM3F,1,13340,2024-10-01,13340.0,2024,10
S2410-0187,2024-10-30,PSX250RLM,BLKM3F,1,13340,2024-10-01,13340.0,2024,10
S2410-0003,2024-10-01,DP250,BLKM4F,1,16376,2024-10-01,16376.0,2024,10
S2410-0004,2024-10-01,DP250,YELM4F,1,16376,2024-10-01,16376.0,2024,10
S2410-0005,2024-10-01,DP250,BLKM4F,2,32752,2024-10-01,16376.0,2024,10
S2410-0006,2024-10-01,PSXS150,BLUM2F,2,19850,2024-10-01,9925.0,2024,10
S2410-0007,2024-10-01,PSXS150,BLUM2F,6,59550,2024-10-01,9925.0,2024,10
S2410-0161,2024-10-28,PSX250RLM,BLKM3F,2,26680,2024-10-01,13340.0,2024,10
S2410-0162,2024-10-28,PSX250RLM,BLKM3F,1,13340,2024-10-01,13340.0,2024,10
S2410-0174,2024-10-29,UN125NE,BLKM4F,1,6631,2024-10-01,6631.0,2024,10
S2410-0175,2024-10-29,UN125NE,BLKM4F,2,13262,2024-10-01,6631.0,2024,10
S2410-0035,2024-10-09,DP250,YELM4F,1,16376,2024-10-01,16376.0,2024,10
S2410-0112,2024-10-22,DP250,YELM4F,5,81880,2024-10-01,16376.0,2024,10
S2410-0113,2024-10-22,PSX250RLM,BLKM3F,1,13340,2024-10-01,13340.0,2024,10
S2410-0145,2024-10-26,PSX800,BLUM3F,2,96012,2024-10-01,48006.0,2024,10
S2410-0146,2024-10-26,PSX800,BLUM4F,1,48006,2024-10-01,48006.0,2024,10
S2410-0196,2024-10-30,PL800,BLKM4F,2,100832,2024-10-01,50416.0,2024,10
S2410-0197,2024-10-30,PL800,BLUM4F,2,100832,2024-10-01,50416.0,2024,10
S2410-0199,2024-10-30,PSX800,BLUM4F,1,48006,2024-10-01,48006.0,2024,10
S2411-0007,2024-11-04,TU150,BLKM2F,6,50376,2024-11-01,8396.0,2024,11
S2411-0011,2024-11-04,TU150,BLUM2F,4,33584,2024-11-01,8396.0,2024,11
S2411-0026,2024-11-12,125LNM,BLKM5F,3,21375,2024-11-01,7125.0,2024,11
S2411-0088,2024-11-13,125LNM,GRYM5F,2,14250,2024-11-01,7125.0,2024,11
S2411-0110,2024-11-14,DP250,YELM4F,3,49128,2024-11-01,16376.0,2024,11
S2411-0124,2024-11-14,DP250,BLKM4F,3,49128,2024-11-01,16376.0,2024,11
S2411-0150,2024-11-15,PSX250RLM,BLKM4F,3,40020,2024-11-01,13340.0,2024,11
S2411-0156,2024-11-15,TU150,BLUM2F,5,41980,2024-11-01,8396.0,2024,11
S2411-0157,2024-11-15,TU150,BLKM2F,5,41980,2024-11-01,8396.0,2024,11
S2411-0158,2024-11-15,125LNM,GRYM5F,2,14250,2024-11-01,7125.0,2024,11
S2411-0226,2024-11-20,PSX250RLM,BLUM4F,2,26680,2024-11-01,13340.0,2024,11
S2411-0244,2024-11-21,TU150,BLUM2F,4,33584,2024-11-01,8396.0,2024,11
S2411-0245,2024-11-21,125LNM,BLKM5F,1,7125,2024-11-01,7125.0,2024,11
S2411-0246,2024-11-21,TU150,BLKM2F,6,50376,2024-11-01,8396.0,2024,11
S2411-0247,2024-11-21,TU150,BLKM2F,5,41980,2024-11-01,8396.0,2024,11
S2411-0248,2024-11-21,TU150,BLUM2F,5,41980,2024-11-01,8396.0,2024,11
S2411-0249,2024-11-21,125LNM,GRYM5F,2,14250,2024-11-01,7125.0,2024,11
S2411-0250,2024-11-21,PSX250FRLN,SILM4F,2,28520,2024-11-01,14260.0,2024,11
S2411-0408,2024-11-28,PSX250FRLN,SILM4F,4,57040,2024-11-01,14260.0,2024,11
